emp_ID,dept_ID,job_level,gender,ethnicity,education,disability,age_group,years_at_org,salary,fte
5566,360,1,M,White,No degree,None,35-44,6.32,34,1
5567,360,1,M,White,Undergrad,None,45-54,10.37,42,1
5568,360,1,F,White,Undergrad,None,35-44,3.06,27,1
5569,360,1,F,White,No degree,Deaf or hard of hearing,45-54,25.76,29,1
5570,360,1,F,White,No degree,None,25-34,5.47,34,1
5571,360,1,M,White,No degree,Autism spectrum disorder,35-44,3.66,27,1
5572,360,1,F,White,No degree,None,25-34,4.65,38,1
5573,360,1,F,White,Undergrad,None,25-34,2.87,43,1
5574,361,1,F,White,No degree,None,25-34,3.16,26,1
5575,361,1,F,White,Undergrad,None,25-34,5.37,30,1
5576,361,1,M,Black / African / Caribbean / Black British,Undergrad,None,25-34,5.3,31,1
5577,361,1,F,White,No degree,None,35-44,2.51,21,1
5578,361,1,M,Asian / Asian British,No degree,None,45-54,8.18,29,1
5579,361,1,M,White,Undergrad,None,35-44,0.56,5,0.2
5580,361,1,M,White,Undergrad,None,35-44,0.88,32,1
5581,361,1,M,White,No degree,None,35-44,3.05,30,1
5582,361,1,M,White,No degree,None,35-44,4.98,33,1
5583,361,1,M,White,No degree,None,45-54,2.3,30,1
5584,361,1,M,White,No degree,None,45-54,5.35,44,1
5585,361,1,M,White,Undergrad,None,45-54,8.19,31,1
5586,361,1,M,White,No degree,None,35-44,5.7,34,1
5587,361,1,M,White,Undergrad,None,45-54,12.59,34,1
5588,361,1,F,White,Undergrad,None,35-44,7.12,29,1
5589,361,1,M,White,Undergrad,None,25-34,5.01,29,1
5590,362,1,M,White,No degree,None,45-54,11.97,27,1
5591,362,1,M,White,Undergrad,None,35-44,3.09,32,1
5592,362,1,F,White,No degree,None,45-54,20,36,1
5593,362,1,F,Other ethnic group,Undergrad,None,35-44,6.34,33,1
5594,362,1,F,White,No degree,None,25-34,5.21,23,1
5595,362,1,M,White,No degree,None,35-44,8.01,38,1
5596,362,1,F,Other ethnic group,No degree,None,25-34,5.06,11,0.3
5597,362,1,M,White,Undergrad,None,35-44,2.4,38,1
5598,362,1,M,White,Undergrad,None,35-44,4.17,34,1
5599,362,1,M,White,No degree,None,55-64,7.55,34,1
5600,362,1,M,White,No degree,Deaf or hard of hearing,45-54,1.95,33,1
5601,363,1,M,White,Undergrad,None,35-44,6.23,41,1
5602,363,1,F,White,No degree,None,35-44,10.1,37,1
5603,363,1,F,White,No degree,None,35-44,1.42,30,1
5604,363,1,F,Black / African / Caribbean / Black British,Undergrad,None,45-54,0.64,32,1
5605,363,1,M,White,No degree,None,35-44,2.09,29,1
5606,363,1,F,White,No degree,None,35-44,4.74,34,1
5607,363,1,F,White,No degree,None,25-34,2.06,27,1
5608,363,1,F,Asian / Asian British,No degree,None,45-54,4.76,35,1
5609,363,1,M,White,No degree,None,45-54,6.86,31,1
5610,363,1,F,White,No degree,None,45-54,9.33,29,1
5611,363,1,F,White,Undergrad,None,35-44,4.37,35,1
5612,363,1,F,White,No degree,Deaf or hard of hearing,45-54,2.54,29,1
5613,363,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,6.39,23,1
5614,363,1,F,Other ethnic group,No degree,None,25-34,3.86,26,1
5615,363,1,M,White,Undergrad,None,45-54,5.91,30,1
5616,363,1,M,Asian / Asian British,No degree,None,25-34,2.77,36,1
5617,363,1,M,White,No degree,None,45-54,1.74,40,1
5618,364,1,M,Other ethnic group,Undergrad,None,25-34,2.3,27,1
5619,364,1,F,Asian / Asian British,No degree,None,25-34,5.26,28,1
5620,364,1,M,Black / African / Caribbean / Black British,Undergrad,None,45-54,2.07,30,1
5621,364,1,F,White,Undergrad,None,35-44,4.29,31,1
5622,364,1,M,White,No degree,None,35-44,2.36,28,1
5623,364,1,M,White,No degree,None,45-54,10.2,32,1
5624,364,1,M,White,Undergrad,None,45-54,6.84,25,1
5625,364,1,M,Black / African / Caribbean / Black British,No degree,None,55-64,14.29,27,1
5626,364,1,F,White,No degree,None,35-44,3.63,29,1
5627,364,1,M,White,No degree,None,35-44,6.84,29,1
5628,364,1,F,White,No degree,None,45-54,3.28,19,1
5629,364,1,M,White,No degree,None,35-44,2.37,28,1
5630,364,1,F,White,No degree,None,35-44,3.93,36,1
5631,364,1,M,White,No degree,None,35-44,9.84,36,1
5632,364,1,M,White,No degree,None,35-44,6.86,25,1
5633,364,1,M,White,No degree,None,25-34,5.27,35,1
5634,364,1,M,Other ethnic group,Undergrad,None,25-34,5.61,29,1
5635,365,1,F,White,No degree,None,35-44,4.53,33,1
5636,365,1,F,White,No degree,None,35-44,2.87,29,1
5637,365,1,F,Asian / Asian British,Undergrad,None,25-34,5.55,26,1
5638,365,1,M,White,No degree,None,45-54,6.5,46,1
5639,365,1,F,White,No degree,None,35-44,5.13,39,1
5640,365,1,F,White,Undergrad,Deaf or hard of hearing,25-34,5.34,35,1
5641,365,1,F,White,No degree,None,25-34,5.29,37,1
5642,365,1,F,White,Undergrad,None,35-44,5.29,26,1
5643,365,1,F,White,Undergrad,None,35-44,7.79,40,1
5644,365,1,PN,White,No degree,None,45-54,7.62,30,1
5645,365,1,F,White,No degree,None,25-34,5.77,30,1
5646,365,1,M,White,No degree,None,35-44,2.42,35,1
5647,365,1,M,White,No degree,None,25-34,5.49,38,1
5648,365,1,F,White,No degree,None,35-44,4.41,35,1
5649,365,1,M,White,No degree,None,35-44,1.53,39,1
5650,365,1,M,Asian / Asian British,Undergrad,None,25-34,2.42,32,1
5651,365,1,M,Asian / Asian British,No degree,None,25-34,5.1,35,1
5652,365,1,M,White,No degree,None,45-54,13.8,30,1
5653,366,1,M,White,No degree,None,35-44,4.42,25,1
5654,366,1,M,Asian / Asian British,No degree,None,45-54,3.59,25,1
5655,366,1,F,White,No degree,None,35-44,3.86,21,1
5656,366,1,M,White,No degree,None,35-44,2.84,19,0.8
5657,366,1,M,White,No degree,None,45-54,6.41,26,1
5658,366,1,F,White,No degree,None,35-44,1.47,29,1
5659,366,1,M,White,No degree,None,25-34,4.72,23,1
5660,366,1,M,White,No degree,None,35-44,2.19,25,1
5661,366,1,M,White,No degree,None,35-44,2.87,20,1
5662,366,1,F,White,No degree,None,45-54,5.9,23,1
5663,366,1,M,White,No degree,Physical disability,45-54,7.87,26,1
5664,366,1,M,Black / African / Caribbean / Black British,Undergrad,None,25-34,5.9,30,1
5665,366,1,M,White,No degree,None,25-34,5.22,26,1
5666,366,1,F,White,Undergrad,None,25-34,3.3,24,1
5667,366,1,F,Black / African / Caribbean / Black British,Undergrad,None,35-44,1.74,26,1
5668,366,1,M,White,No degree,None,45-54,6.99,30,1
5669,366,1,F,White,Undergrad,None,45-54,3.56,23,0.8
5670,367,1,F,White,No degree,None,25-34,4.27,36,1
5671,367,1,F,White,Undergrad,None,45-54,13.81,41,1
5672,367,1,F,Mixed / Multiple ethnic groups,No degree,None,35-44,5.06,35,1
5673,367,1,M,White,No degree,None,45-54,16.33,30,1
5674,367,1,M,White,No degree,None,35-44,4.31,35,1
5675,367,1,F,White,Undergrad,None,25-34,3.6,39,1
5676,367,1,M,White,No degree,None,25-34,4.06,30,1
5677,367,1,F,White,No degree,None,25-34,5.61,30,1
5678,367,1,F,Other ethnic group,No degree,None,35-44,0.91,29,1
5679,367,1,M,White,No degree,None,25-34,3.26,26,1
5680,367,1,M,Asian / Asian British,No degree,None,45-54,6.4,31,1
5681,367,1,M,White,No degree,None,35-44,3.62,29,1
5682,367,1,M,White,No degree,None,25-34,3.46,26,1
5683,367,1,M,White,No degree,None,45-54,4.86,31,1
5684,367,1,M,Asian / Asian British,Undergrad,None,55-64,14.73,5,0.2
5685,367,1,F,White,Undergrad,None,45-54,15.29,35,1
5686,367,1,F,White,Undergrad,None,35-44,4.86,33,1
5687,368,1,F,White,Undergrad,None,35-44,2.78,46,1
5688,368,1,F,White,No degree,None,35-44,2.81,35,1
5689,368,1,F,White,No degree,None,35-44,7.12,46,1
5690,368,1,M,White,No degree,None,35-44,14.8,47,1
5691,368,1,F,Mixed / Multiple ethnic groups,No degree,None,35-44,3.99,35,1
5692,368,1,M,Asian / Asian British,Undergrad,Mental health conditions,45-54,2.51,51,1
5693,368,1,F,White,No degree,None,35-44,3.27,34,1
5694,368,1,M,White,No degree,None,55-64,7.44,42,1
5695,368,1,M,White,No degree,None,35-44,3.37,38,1
5696,368,1,F,White,No degree,None,55-64,7.11,37,1
5697,368,1,M,White,Undergrad,None,35-44,1.45,48,1
5698,368,1,F,White,Undergrad,None,25-34,5.17,39,1
5699,369,1,F,White,No degree,None,25-34,1.86,17,1
5700,369,1,M,Asian / Asian British,Undergrad,None,35-44,3.92,27,1
5701,369,1,M,Asian / Asian British,No degree,None,35-44,4.49,25,1
5702,369,1,F,White,No degree,None,25-34,1.62,23,1
5703,369,1,F,White,No degree,None,25-34,5.19,23,1
5704,369,1,M,White,Undergrad,None,35-44,4.18,18,1
5705,369,1,M,White,Undergrad,None,35-44,4.51,27,1
5706,369,1,F,White,No degree,None,45-54,14.21,29,1
5707,369,1,F,White,No degree,None,35-44,12.11,24,1
5708,369,1,F,Black / African / Caribbean / Black British,No degree,None,45-54,5.22,19,1
5709,369,1,M,Asian / Asian British,Undergrad,None,45-54,10.65,32,1
5710,370,1,M,White,No degree,None,55-64,11.28,31,1
5711,370,1,F,White,No degree,None,55-64,6.55,39,1
5712,370,1,F,White,Undergrad,None,25-34,5.69,27,1
5713,370,1,F,White,No degree,None,35-44,2.58,25,1
5714,370,1,F,White,No degree,Autism spectrum disorder,25-34,5.79,30,1
5715,370,1,F,White,No degree,None,25-34,3.08,33,1
5716,370,1,M,White,No degree,None,45-54,7.39,38,1
5717,370,1,F,White,No degree,None,25-34,5.07,29,1
5718,370,1,M,White,No degree,None,25-34,3.18,30,1
5719,370,1,M,White,No degree,Autism spectrum disorder,25-34,5.66,23,1
5720,370,1,F,White,No degree,Deaf or hard of hearing,45-54,2.82,31,1
5721,370,1,F,White,No degree,None,35-44,6.36,32,1
5722,370,1,M,White,No degree,None,45-54,3.54,25,1
5723,371,1,M,White,No degree,None,35-44,3.42,8,0.3
5724,371,1,F,Black / African / Caribbean / Black British,No degree,None,35-44,8.43,23,1
5725,371,1,M,Asian / Asian British,No degree,None,45-54,12.28,32,1
5726,371,1,M,White,No degree,None,45-54,9.93,27,1
5727,371,1,M,White,No degree,None,45-54,24.98,26,1
5728,371,1,F,Other ethnic group,No degree,None,35-44,2.55,27,1
5729,371,1,F,White,No degree,Deaf or hard of hearing,35-44,3.8,14,0.6
5730,371,1,M,White,No degree,None,35-44,0.17,35,1
5731,371,1,M,White,No degree,None,45-54,12.64,28,1
5732,371,1,F,Asian / Asian British,No degree,None,35-44,2.69,25,1
5733,371,1,F,White,No degree,None,35-44,3.63,35,1
5734,371,1,M,White,Undergrad,None,55-64,13.38,25,1
5735,371,1,M,White,No degree,None,35-44,4.41,25,1
5736,371,1,M,Asian / Asian British,No degree,Physical disability,45-54,5.55,21,1
5737,371,1,M,White,No degree,None,35-44,3.65,23,1
5738,371,1,M,White,No degree,None,55-64,14.16,32,1
5739,371,1,M,White,No degree,None,55-64,13.06,7,0.3
5740,371,1,M,White,Undergrad,None,25-34,1.08,21,1
5741,372,1,M,White,No degree,None,25-34,4.87,37,1
5742,372,1,M,White,Undergrad,None,45-54,8.04,36,1
5743,372,1,M,White,Undergrad,None,45-54,3.72,37,1
5744,372,1,M,White,No degree,None,55-64,4.26,34,1
5745,372,1,M,White,No degree,None,45-54,9.31,42,1
5746,372,1,M,White,Undergrad,None,35-44,5.24,29,1
5747,372,1,F,White,No degree,None,35-44,2.61,32,1
5748,372,1,F,White,Postgrad,None,35-44,9.48,45,1
5749,372,1,M,White,No degree,None,35-44,2.37,31,1
5750,372,1,M,Black / African / Caribbean / Black British,No degree,None,25-34,5.41,35,1
5751,372,1,F,Mixed / Multiple ethnic groups,Undergrad,None,35-44,5.3,37,1
5752,372,1,M,White,Undergrad,None,35-44,6.54,33,1
5753,372,1,M,White,No degree,Intellectual disability,45-54,15.78,14,0.5
5754,372,1,F,White,No degree,None,25-34,2.19,33,1
5755,372,1,M,Black / African / Caribbean / Black British,No degree,None,45-54,6.6,29,1
5756,372,1,M,White,No degree,None,25-34,5.31,24,1
5757,372,1,M,Asian / Asian British,No degree,None,45-54,4.25,43,1
5758,372,1,M,White,No degree,None,45-54,7.38,40,1
5759,372,1,M,White,No degree,None,35-44,1.73,25,1
5760,373,1,F,White,No degree,None,25-34,3.16,25,1
5761,373,1,M,White,No degree,None,35-44,3.32,21,1
5762,373,1,F,White,No degree,None,25-34,4.52,20,1
5763,373,1,M,White,No degree,None,45-54,0.44,28,1
5764,373,1,F,White,Undergrad,None,25-34,1.76,31,1
5765,373,1,M,White,No degree,None,35-44,7.93,23,1
5766,373,1,F,White,No degree,None,35-44,7.59,28,1
5767,373,1,M,White,Undergrad,Acquired brain injury,35-44,3.17,21,1
5768,373,1,M,White,No degree,None,35-44,0.74,24,1
5769,373,1,M,White,No degree,None,45-54,17.53,29,1
5770,373,1,F,White,Undergrad,None,35-44,2.93,30,1
5771,373,1,M,White,No degree,None,35-44,9.99,14,0.6
5772,373,1,F,White,Undergrad,None,25-34,3.1,29,1
5773,373,1,F,Asian / Asian British,No degree,None,25-34,1.15,24,1
5774,373,1,F,White,No degree,None,35-44,7.12,29,1
5775,373,1,M,White,No degree,None,35-44,3.55,24,1
5776,373,1,F,White,No degree,None,25-34,1.91,31,1
5777,374,1,M,White,No degree,None,35-44,4.52,17,0.5
5778,374,1,F,White,Undergrad,None,25-34,5.5,23,0.8
5779,374,1,F,White,No degree,None,35-44,2.49,21,0.7
5780,374,1,F,Asian / Asian British,Undergrad,None,45-54,20.19,28,1
5781,374,1,F,Asian / Asian British,No degree,None,25-34,5.13,37,1
5782,374,1,F,White,No degree,None,35-44,3.06,38,1
5783,374,1,M,White,No degree,None,35-44,2.48,21,0.6
5784,374,1,F,White,No degree,Autism spectrum disorder,35-44,1.78,31,1
5785,374,1,M,Asian / Asian British,No degree,None,35-44,2.05,31,1
5786,374,1,F,White,No degree,None,35-44,2.55,35,1
5787,374,1,M,White,Undergrad,None,35-44,3.38,35,1
5788,374,1,M,White,No degree,None,35-44,2.14,36,1
5789,374,1,M,White,No degree,None,35-44,5.06,35,1
5790,374,1,M,White,No degree,None,45-54,8.46,32,1
5791,374,1,F,White,No degree,None,45-54,11.49,36,1
5792,375,1,M,White,No degree,None,45-54,9.02,20,1
5793,375,1,M,White,No degree,None,35-44,3.58,34,1
5794,375,1,F,White,No degree,None,35-44,5.07,21,1
5795,375,1,M,White,Undergrad,None,45-54,3.68,21,1
5796,375,1,M,White,No degree,None,45-54,7.39,24,1
5797,375,1,F,White,No degree,None,45-54,7.74,27,1
5798,375,1,M,Asian / Asian British,No degree,Deaf or hard of hearing,45-54,2.63,23,1
5799,375,1,F,White,No degree,None,25-34,5.33,29,1
5800,375,1,M,Black / African / Caribbean / Black British,No degree,None,45-54,1.84,28,1
5801,375,1,F,White,No degree,None,25-34,5.08,12,0.6
5802,375,1,M,White,No degree,None,45-54,17.26,22,1
5803,375,1,F,White,No degree,None,25-34,3.92,30,1
5804,375,1,M,White,No degree,None,45-54,4.68,32,1
5805,376,1,F,White,Undergrad,None,25-34,5.32,28,1
5806,376,1,M,White,No degree,Acquired brain injury,25-34,1.02,36,1
5807,376,1,F,White,Undergrad,None,45-54,7.01,25,1
5808,376,1,M,White,No degree,None,35-44,5.64,30,1
5809,376,1,F,White,No degree,None,25-34,4.64,25,1
5810,376,1,F,White,No degree,None,25-34,4.75,29,1
5811,376,1,F,Black / African / Caribbean / Black British,No degree,None,35-44,2.44,33,1
5812,376,1,M,White,Undergrad,None,45-54,7.44,35,1
5813,376,1,M,Asian / Asian British,No degree,Intellectual disability,35-44,4.94,37,1
5814,376,1,F,White,No degree,None,45-54,11.58,31,1
5815,376,1,F,White,No degree,None,55-64,6.15,34,1
5816,377,1,M,White,Undergrad,Physical disability,35-44,6.13,26,1
5817,377,1,F,Asian / Asian British,No degree,None,25-34,2.23,25,1
5818,377,1,F,White,No degree,None,35-44,4.16,20,1
5819,377,1,M,White,No degree,None,35-44,1.66,37,1
5820,377,1,M,White,No degree,None,35-44,5.17,29,1
5821,377,1,M,White,No degree,None,35-44,4.27,30,1
5822,377,1,M,Asian / Asian British,No degree,None,35-44,3.38,21,1
5823,377,1,M,White,Undergrad,None,35-44,2.97,24,1
5824,377,1,M,White,No degree,None,45-54,4.44,23,1
5825,377,1,M,White,No degree,None,35-44,1.23,34,1
5826,377,1,M,Asian / Asian British,No degree,None,35-44,2.76,25,1
5827,377,1,F,Asian / Asian British,No degree,None,25-34,3.65,24,1
5828,378,1,F,White,No degree,None,35-44,5.19,34,1
5829,378,1,M,White,Undergrad,None,35-44,8.3,35,1
5830,378,1,M,White,No degree,None,25-34,1.7,35,1
5831,378,1,F,White,Undergrad,Mental health conditions,25-34,0.9,40,1
5832,378,1,F,White,No degree,None,45-54,4.6,41,1
5833,378,1,M,White,No degree,None,55-64,10.1,44,1
5834,378,1,M,White,No degree,None,35-44,4.16,33,1
5835,378,1,M,White,No degree,None,35-44,4.27,33,1
5836,378,1,M,White,No degree,None,45-54,2.41,39,1
5837,378,1,F,White,No degree,None,45-54,5.6,37,1
5838,378,1,F,White,No degree,None,45-54,4.63,33,1
5839,378,1,M,White,No degree,None,45-54,5.15,26,1
5840,378,1,M,White,No degree,None,35-44,2.43,31,1
5841,379,1,F,White,Undergrad,None,25-34,5.42,37,1
5842,379,1,M,White,Undergrad,None,25-34,5.51,35,1
5843,379,1,F,Black / African / Caribbean / Black British,Undergrad,None,45-54,8.44,41,1
5844,379,1,M,White,No degree,None,45-54,3.29,41,1
5845,379,1,M,White,No degree,Mental health conditions,35-44,6.69,42,1
5846,379,1,M,White,No degree,None,35-44,4.67,39,1
5847,379,1,F,White,No degree,None,35-44,8.23,8,0.2
5848,379,1,M,White,No degree,None,35-44,2.82,40,1
5849,379,1,F,White,No degree,None,25-34,1.48,29,0.8
5850,379,1,M,White,No degree,None,45-54,1.05,46,1
5851,379,1,M,White,No degree,None,55-64,5.72,34,1
5852,379,1,M,White,No degree,None,55-64,10.04,36,1
5853,379,1,F,White,No degree,None,35-44,6.09,33,1
5854,379,1,M,White,No degree,None,35-44,8.64,32,1
5855,379,1,M,White,Undergrad,None,35-44,1.45,28,1
5856,379,1,M,White,No degree,None,45-54,3.05,37,1
5857,379,1,F,White,Undergrad,None,35-44,0.63,32,1
5858,379,1,M,Asian / Asian British,No degree,None,45-54,5.84,32,1
5859,379,1,F,White,No degree,None,35-44,5.97,34,1
5860,379,1,M,Asian / Asian British,Undergrad,None,45-54,11.42,47,1
5861,380,1,F,White,No degree,None,25-34,1.65,21,1
5862,380,1,M,White,Undergrad,None,45-54,8.36,12,0.5
5863,380,1,M,White,No degree,None,35-44,3.38,26,1
5864,380,1,F,White,No degree,None,25-34,1.43,8,0.4
5865,380,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,1.89,18,1
5866,380,1,M,White,No degree,None,35-44,5.89,29,1
5867,380,1,M,Asian / Asian British,Undergrad,None,35-44,5.13,32,1
5868,380,1,M,Asian / Asian British,Undergrad,None,35-44,5.19,28,1
5869,380,1,M,White,No degree,None,25-34,2.48,31,1
5870,380,1,M,White,Undergrad,None,45-54,4.58,38,1
5871,380,1,F,White,No degree,None,35-44,4.99,23,1
5872,380,1,F,White,Undergrad,None,45-54,12.15,22,1
5873,380,1,M,White,No degree,None,25-34,4.77,24,1
5874,381,1,F,White,No degree,None,45-54,8.06,31,1
5875,381,1,M,White,Undergrad,None,35-44,2.8,38,1
5876,381,1,M,Asian / Asian British,No degree,None,35-44,5.31,12,0.4
5877,381,1,F,White,No degree,None,45-54,7.29,54,1
5878,381,1,F,White,No degree,None,35-44,1.04,35,1
5879,381,1,F,White,No degree,None,25-34,4.2,35,1
5880,381,1,M,Mixed / Multiple ethnic groups,No degree,None,55-64,10.21,39,1
5881,381,1,F,White,No degree,None,35-44,5.44,29,1
5882,381,1,F,White,No degree,Mental health conditions,35-44,1.59,38,1
5883,381,1,M,White,No degree,None,35-44,6.29,34,1
5884,381,1,F,White,Undergrad,None,25-34,4.92,33,1
5885,381,1,PN,White,No degree,Acquired brain injury,35-44,3.36,50,1
5886,381,1,M,White,No degree,None,35-44,5.78,35,1
5887,382,1,F,Asian / Asian British,Undergrad,None,35-44,4.39,32,1
5888,382,1,M,White,Undergrad,None,35-44,3.53,29,1
5889,382,1,M,Asian / Asian British,No degree,None,35-44,2.72,33,1
5890,382,1,F,White,No degree,None,25-34,1.64,32,1
5891,382,1,F,White,No degree,None,35-44,8.81,42,1
5892,382,1,M,White,No degree,None,25-34,5.85,46,1
5893,382,1,M,White,No degree,None,35-44,2.93,32,1
5894,382,1,M,White,No degree,None,45-54,3.77,31,1
5895,382,1,M,White,No degree,None,55-64,9.47,25,1
5896,382,1,M,White,No degree,None,45-54,3.11,40,1
5897,382,1,M,White,Undergrad,None,45-54,1.92,33,1
5898,383,1,F,White,Undergrad,None,45-54,5.99,28,1
5899,383,1,F,White,No degree,None,25-34,5.24,41,1
5900,383,1,F,White,No degree,None,45-54,12.42,38,1
5901,383,1,M,White,Undergrad,None,45-54,10.93,31,1
5902,383,1,F,Asian / Asian British,No degree,None,25-34,5.85,35,1
5903,383,1,F,White,No degree,None,25-34,5.1,14,0.4
5904,383,1,M,White,No degree,None,35-44,3.64,33,1
5905,383,1,M,Black / African / Caribbean / Black British,No degree,None,35-44,6.89,22,1
5906,383,1,F,White,No degree,None,35-44,3.69,35,1
5907,383,1,M,White,Undergrad,None,35-44,2.59,7,0.2
5908,383,1,F,White,No degree,None,35-44,3.86,30,1
5909,383,1,F,White,No degree,None,35-44,5.37,28,1
5910,384,1,F,Asian / Asian British,No degree,None,45-54,11.94,40,1
5911,384,1,M,White,No degree,None,35-44,4.7,7,0.2
5912,384,1,M,White,No degree,None,35-44,2.32,31,1
5913,384,1,F,White,No degree,None,25-34,1.96,36,1
5914,384,1,F,White,No degree,None,35-44,4.15,37,1
5915,384,1,M,White,No degree,None,55-64,17.36,30,1
5916,384,1,F,White,Undergrad,None,35-44,5.5,41,1
5917,384,1,M,White,No degree,None,35-44,3.7,36,1
5918,384,1,F,Black / African / Caribbean / Black British,No degree,None,25-34,5.37,33,1
5919,384,1,M,White,No degree,None,25-34,5.54,42,1
5920,384,1,F,White,Undergrad,Mental health conditions,<25,1.17,33,1
5921,384,1,F,White,Undergrad,None,25-34,5.38,8,0.3
5922,384,1,M,White,No degree,None,35-44,5.87,38,1
5923,384,1,M,White,No degree,None,25-34,5.45,35,1
5924,384,1,M,White,No degree,None,45-54,5.14,28,1
5925,384,1,M,White,Undergrad,None,35-44,5.78,37,1
5926,384,1,M,White,No degree,None,55-64,5.63,47,1
5927,384,1,M,White,No degree,None,35-44,1.47,34,1
5928,384,1,F,White,No degree,None,25-34,3.05,39,1
5929,384,1,M,White,No degree,Intellectual disability,25-34,5.02,29,1
5930,385,1,M,White,No degree,None,35-44,2.15,23,1
5931,385,1,M,Mixed / Multiple ethnic groups,No degree,None,55-64,8.51,26,1
5932,385,1,F,White,No degree,None,35-44,0.63,30,1
5933,385,1,F,White,Undergrad,None,35-44,1.06,27,1
5934,385,1,F,White,Undergrad,None,25-34,3.58,23,1
5935,385,1,M,Asian / Asian British,No degree,None,45-54,14.22,31,1
5936,385,1,M,White,Undergrad,None,35-44,2.18,27,1
5937,385,1,F,White,No degree,None,35-44,9.36,26,1
5938,385,1,M,White,No degree,None,45-54,12.53,35,1
5939,385,1,F,White,No degree,None,35-44,3.46,29,1
5940,385,1,M,White,Undergrad,None,45-54,13.99,26,1
5941,386,1,M,White,No degree,None,45-54,4.77,34,1
5942,386,1,M,White,No degree,None,25-34,3.43,37,1
5943,386,1,F,White,Undergrad,None,35-44,0.49,12,0.5
5944,386,1,M,White,No degree,None,45-54,4.31,28,1
5945,386,1,M,Asian / Asian British,No degree,Deaf or hard of hearing,35-44,5.58,32,1
5946,386,1,M,White,No degree,None,25-34,2.66,37,1
5947,386,1,M,White,No degree,None,35-44,5.83,34,1
5948,386,1,M,White,No degree,None,35-44,4.58,31,1
5949,386,1,F,White,No degree,None,25-34,2.07,29,1
5950,386,1,F,White,No degree,None,35-44,3.56,28,1
5951,386,1,M,White,No degree,None,35-44,3.65,30,1
5952,386,1,PN,White,No degree,None,45-54,3.53,29,1
5953,386,1,F,White,No degree,None,35-44,4.28,6,0.2
5954,386,1,F,White,No degree,None,35-44,0.85,31,1
5955,386,1,M,Asian / Asian British,No degree,None,55-64,7.14,31,1
5956,386,1,M,Asian / Asian British,No degree,None,45-54,4.44,28,1
5957,386,1,F,White,No degree,None,45-54,22.77,29,1
5958,387,1,M,White,No degree,None,35-44,3.11,31,1
5959,387,1,M,White,No degree,None,45-54,4.13,43,1
5960,387,1,F,White,No degree,None,35-44,2.5,30,1
5961,387,1,M,Asian / Asian British,No degree,None,35-44,4.25,35,1
5962,387,1,M,White,No degree,Mental health conditions,35-44,4.08,32,1
5963,387,1,F,White,No degree,None,45-54,11.71,44,1
5964,387,1,F,White,No degree,None,55-64,5.98,41,1
5965,387,1,F,Mixed / Multiple ethnic groups,Undergrad,Physical disability,35-44,4.77,30,1
5966,387,1,M,White,Undergrad,None,35-44,6.03,31,1
5967,387,1,M,Asian / Asian British,No degree,None,35-44,6.08,31,1
5968,387,1,M,White,Undergrad,None,25-34,2.19,33,1
5969,387,1,F,White,No degree,None,35-44,7.63,25,1
5970,388,1,F,White,Undergrad,None,25-34,4.78,28,1
5971,388,1,F,White,No degree,Mental health conditions,45-54,4.94,22,1
5972,388,1,M,White,No degree,Vision Impairment,45-54,4.61,31,1
5973,388,1,F,White,No degree,None,25-34,5.62,31,1
5974,388,1,M,White,No degree,None,35-44,3.21,24,1
5975,388,1,F,White,No degree,None,35-44,3.04,31,1
5976,388,1,F,White,No degree,None,35-44,3.43,30,1
5977,388,1,F,White,No degree,None,25-34,4.58,26,1
5978,388,1,F,White,No degree,None,35-44,4.45,34,1
5979,388,1,F,White,No degree,None,25-34,3.3,30,0.8
5980,388,1,M,White,No degree,None,35-44,3.83,26,1
5981,388,1,M,White,No degree,None,45-54,3.52,21,1
5982,388,1,M,White,No degree,None,35-44,5.1,23,1
5983,389,1,F,White,Undergrad,None,25-34,5.6,27,1
5984,389,1,F,White,Undergrad,None,35-44,4.82,34,1
5985,389,1,M,White,No degree,None,25-34,3.99,21,1
5986,389,1,M,White,No degree,None,45-54,1.85,30,1
5987,389,1,M,Asian / Asian British,Undergrad,None,45-54,6.89,39,1
5988,389,1,M,White,No degree,None,35-44,4.26,29,1
5989,389,1,F,White,No degree,None,25-34,5.92,27,1
5990,389,1,F,White,No degree,None,25-34,2.22,28,1
5991,389,1,M,White,Undergrad,None,45-54,8.01,28,1
5992,389,1,M,White,Undergrad,None,35-44,4.62,23,1
5993,389,1,M,White,No degree,None,35-44,3.12,28,1
5994,389,1,F,Asian / Asian British,No degree,None,55-64,9.73,29,1
5995,389,1,F,White,No degree,None,25-34,3.73,6,0.2
5996,389,1,F,White,No degree,None,25-34,5.4,25,1
5997,389,1,F,White,No degree,None,25-34,3.21,25,1
5998,389,1,M,White,No degree,None,35-44,6.33,25,1
5999,389,1,PN,White,No degree,None,45-54,5.91,22,1
6000,389,1,M,White,No degree,None,55-64,4.46,28,1
6001,390,1,F,White,No degree,None,25-34,5.51,26,1
6002,390,1,M,White,No degree,None,35-44,1.63,21,1
6003,390,1,M,White,Undergrad,None,45-54,4.46,25,1
6004,390,1,M,White,No degree,None,45-54,9.02,23,1
6005,390,1,F,Asian / Asian British,No degree,None,45-54,6.46,19,1
6006,390,1,F,White,No degree,None,25-34,1.99,29,1
